wavelength,efficiency
0.9978919,2.9381174e-06
0.99802697,2.820043e-06
0.99816215,2.753529e-06
0.9982973,2.740501e-06
0.9984324,2.7808417e-06
0.9985676,2.8688723e-06
0.99870265,2.98995e-06
0.9988378,3.1288728e-06
0.99897295,3.262547e-06
0.9991081,3.369832e-06
0.99924326,3.4299778e-06
0.9993784,3.4337204e-06
0.9995135,3.383005e-06
0.9996486,3.2904252e-06
0.99978375,3.1763345e-06
0.99991894,3.0578997e-06
1.0000541,2.956932e-06
1.0001892,2.880934e-06
1.0003242,2.8410261e-06
1.0004594,2.8389627e-06
1.0005946,2.876993e-06
1.0007298,2.9542764e-06
1.0008649,3.0610058e-06
1.0009999,3.182918e-06
1.0011351,3.3013687e-06
1.0012703,3.39168e-06
1.0014055,3.436187e-06
1.0015405,3.4242034e-06
1.0016757,3.3559984e-06
1.0018108,3.2462306e-06
1.001946,3.111747e-06
1.0020812,2.9760447e-06
1.0022162,2.8594454e-06
1.0023514,2.7750668e-06
1.0024865,2.7387134e-06
1.0026217,2.7561834e-06
1.0027568,2.8300337e-06
1.0028919,2.9552798e-06
1.0030271,3.1161997e-06
1.0031621,3.2924052e-06
1.0032973,3.4496577e-06
1.0034324,3.5636933e-06
1.0035676,3.6056047e-06
1.0037028,3.566119e-06
1.0038378,3.4487898e-06
1.003973,3.2746225e-06
1.0041081,3.0748226e-06
1.0042433,2.878885e-06
1.0043783,2.7173642e-06
1.0045135,2.613068e-06
1.0046487,2.5801362e-06
1.0047837,2.6230177e-06
1.0049189,2.7366168e-06
1.005054,2.9064483e-06
1.0051892,3.1106752e-06
1.0053244,3.311417e-06
1.0054594,3.483778e-06
1.0055946,3.5945409e-06
1.0057297,3.6246795e-06
1.0058649,3.5744056e-06
1.006,3.4576105e-06
1.0061351,3.3048645e-06
1.0062703,3.1452441e-06
1.0064054,3.0108927e-06
1.0065405,2.9166142e-06
1.0066757,2.8711152e-06
1.0068108,2.8683444e-06
1.006946,2.8960153e-06
1.007081,2.938937e-06
1.0072162,2.9808912e-06
1.0073513,3.0121105e-06
1.0074865,3.024729e-06
1.0076215,3.0177084e-06
1.0077567,2.9967428e-06
1.0078919,2.9724051e-06
1.008027,2.9615655e-06
1.0081621,2.9819846e-06
1.0082972,3.0462984e-06
1.0084324,3.157524e-06
1.0085676,3.3019517e-06
1.0087026,3.4556203e-06
1.0088377,3.5866292e-06
1.0089729,3.6598412e-06
1.0091081,3.6547478e-06
1.0092432,3.5666264e-06
1.0093783,3.406785e-06
1.0095135,3.2044702e-06
1.0096486,2.9958162e-06
1.0097837,2.8171378e-06
1.0099189,2.6916566e-06
1.010054,2.6316236e-06
1.0101892,2.6370913e-06
1.0103242,2.6956209e-06
1.0104594,2.787609e-06
1.0105946,2.8903773e-06
1.0107297,2.9825378e-06
1.0108649,3.0462136e-06
1.0109999,3.0756341e-06
1.0111351,3.0743106e-06
1.0112703,3.0576034e-06
1.0114053,3.0488036e-06
1.0115405,3.071898e-06
1.0116756,3.1428694e-06
1.0118108,3.2650426e-06
1.011946,3.420264e-06
1.012081,3.5786582e-06
1.0122162,3.7031389e-06
1.0123513,3.7594175e-06
1.0124865,3.729673e-06
1.0126216,3.617659e-06
1.0127568,3.4455595e-06
1.0128919,3.2499313e-06
1.013027,3.0686215e-06
1.0131621,2.9352436e-06
1.0132973,2.8584627e-06
1.0134325,2.8375807e-06
1.0135676,2.8532372e-06
1.0137026,2.8798706e-06
1.0138378,2.892768e-06
1.013973,2.8751854e-06
1.0141082,2.8221539e-06
1.0142432,2.742217e-06
1.0143783,2.6549635e-06
1.0145135,2.5822785e-06
1.0146487,2.5539457e-06
1.0147839,2.58698e-06
1.0149189,2.688009e-06
1.0150541,2.850323e-06
1.0151892,3.0465603e-06
1.0153244,3.2458586e-06
1.0154594,3.408416e-06
1.0155946,3.510048e-06
1.0157298,3.5425708e-06
1.0158648,3.5183616e-06
1.016,3.4687114e-06
1.0161351,3.4306975e-06
1.0162703,3.4357295e-06
1.0164053,3.4970813e-06
1.0165405,3.6041224e-06
1.0166757,3.726331e-06
1.0168108,3.81785e-06
1.016946,3.844807e-06
1.017081,3.7879533e-06
1.0172162,3.6525946e-06
1.0173514,3.4673412e-06
1.0174865,3.274863e-06
1.0176216,3.1134127e-06
1.0177567,3.010095e-06
1.0178919,2.9689406e-06
1.0180271,2.9717664e-06
1.0181621,2.986796e-06
1.0182972,2.9806001e-06
1.0184324,2.929447e-06
1.0185676,2.826189e-06
1.0187027,2.68432e-06
1.0188378,2.5292748e-06
1.018973,2.3959653e-06
1.019108,2.3103346e-06
1.0192432,2.2900867e-06
1.0193784,2.3342832e-06
1.0195135,2.4259923e-06
1.0196487,2.5354122e-06
1.0197837,2.6321625e-06
1.0199189,2.6939163e-06
1.0200541,2.7095505e-06
1.0201892,2.6888242e-06
1.0203243,2.6564273e-06
1.0204594,2.6459236e-06
1.0205946,2.6862244e-06
1.0207298,2.7958415e-06
1.0208648,2.965318e-06
1.0209999,3.1663071e-06
1.0211351,3.361919e-06
1.0212703,3.5110838e-06
1.0214053,3.5943524e-06
1.0215404,3.6087545e-06
1.0216756,3.5829755e-06
1.0218108,3.5597473e-06
1.021946,3.581017e-06
1.022081,3.6715608e-06
1.0222161,3.82713e-06
1.0223513,4.0153195e-06
1.0224864,4.185292e-06
1.0226216,4.2937204e-06
1.0227567,4.3158343e-06
1.0228919,4.2569427e-06
1.023027,4.1540347e-06
1.0231621,4.0586374e-06
1.0232973,4.016724e-06
1.0234324,4.048634e-06
1.0235676,4.1432877e-06
1.0237026,4.2594556e-06
1.0238378,4.3436103e-06
1.023973,4.3534656e-06
1.024108,4.2756465e-06
1.0242432,4.1260823e-06
1.0243783,3.952166e-06
1.0245135,3.8077078e-06
1.0246487,3.7276875e-06
1.0247837,3.722925e-06
1.0249189,3.768427e-06
1.025054,3.8159696e-06
1.0251892,3.81866e-06
1.0253243,3.74579e-06
1.0254594,3.5970522e-06
1.0255946,3.404796e-06
1.0257297,3.2148391e-06
1.0258648,3.0736455e-06
1.026,3.0027259e-06
1.0261352,2.9949713e-06
1.0262703,3.0153246e-06
1.0264053,3.0195226e-06
1.0265405,2.969173e-06
1.0266757,2.8512047e-06
1.0268109,2.6831435e-06
1.026946,2.4982685e-06
1.027081,2.3423124e-06
1.0272162,2.24279e-06
1.0273514,2.2048202e-06
1.0274866,2.2090924e-06
1.0276216,2.2181307e-06
1.0277567,2.1952458e-06
1.0278919,2.1180967e-06
1.028027,1.990201e-06
1.0281621,1.8371236e-06
1.0282973,1.6937869e-06
1.0284325,1.5914053e-06
1.0285676,1.542159e-06
1.0287027,1.5376673e-06
1.0288378,1.551197e-06
1.028973,1.5500872e-06
1.029108,1.5098113e-06
1.0292432,1.4252544e-06
1.0293784,1.3101645e-06
1.0295135,1.1912351e-06
1.0296487,1.0992354e-06
1.0297837,1.0470714e-06
1.0299189,1.0381666e-06
1.0300541,1.0528944e-06
1.0301892,1.0655928e-06
1.0303243,1.052305e-06
1.0304594,1.0028676e-06
1.0305946,9.221822e-07
1.0307298,8.3104504e-07
1.0308648,7.523543e-07
1.031,7.035512e-07
1.0311351,6.9120017e-07
1.0312703,7.0451847e-07
1.0314054,7.2362457e-07
1.0315405,7.27719e-07
1.0316756,7.033304e-07
1.0318108,6.5129547e-07
1.031946,5.8302805e-07
1.0320811,5.186161e-07
1.0322162,4.7500757e-07
1.0323514,4.6028285e-07
1.0324864,4.7018167e-07
1.0326216,4.907358e-07
1.0327568,5.041641e-07
1.0328919,4.9713736e-07
1.033027,4.6583725e-07
1.0331621,4.1672192e-07
1.0332973,3.6536002e-07
1.0334325,3.2712032e-07
1.0335675,3.1031078e-07
1.0337027,3.1563516e-07
1.0338378,3.3449706e-07
1.033973,3.520148e-07
1.0341082,3.560286e-07
1.0342432,3.3986532e-07
1.0343784,3.0652674e-07
1.0345135,2.6644167e-07
1.0346487,2.3195945e-07
1.0347837,2.138325e-07
1.0349188,2.1498636e-07
1.035054,2.2995992e-07
1.0351892,2.4847643e-07
1.0353243,2.5874422e-07
1.0354594,2.533469e-07
1.0355945,2.3210382e-07
1.0357296,2.0113806e-07
1.0358648,1.7137663e-07
1.036,1.5239108e-07
1.0361351,1.4929904e-07
1.0362703,1.6008157e-07
1.0364053,1.7689976e-07
1.0365405,1.9050972e-07
1.0366757,1.9265362e-07
1.0368108,1.8072488e-07
1.0369459,1.5783651e-07
1.037081,1.3264292e-07
1.0372162,1.1350293e-07
1.0373514,1.06612426e-07
1.0374864,1.1257423e-07
1.0376216,1.2686675e-07
1.0377567,1.4134783e-07
1.0378919,1.4858418e-07
1.038027,1.4407031e-07
1.0381621,1.2869425e-07
1.0382973,1.0798305e-07
1.0384324,8.9119055e-08
1.0385675,7.924042e-08
1.0387027,8.0535784e-08
1.0388378,9.102781e-08
1.038973,1.0521053e-07
1.039108,1.1529796e-07
1.0392432,1.1653851e-07
1.0393784,1.0752715e-07
1.0395135,9.1286815e-08
1.0396487,7.412208e-08
1.0397837,6.2121195e-08
1.0399189,5.9231905e-08
1.0400541,6.579301e-08
1.0401891,7.772877e-08
1.0403243,8.904989e-08
1.0404594,9.470796e-08
1.0405946,9.14139e-08
1.0407296,8.025256e-08
1.0408648,6.51758e-08
1.041,5.2092272e-08
1.0411351,4.5678174e-08
1.0412703,4.7780492e-08
1.0414053,5.6606385e-08
1.0415405,6.793714e-08
1.0416757,7.632513e-08
1.0418109,7.785435e-08
1.0419459,7.159462e-08
1.042081,5.9909105e-08
1.0422162,4.7038384e-08
1.0423514,3.788298e-08
1.0424864,3.5857948e-08
1.0426216,4.0990386e-08
1.0427567,5.0649874e-08
1.0428919,6.016625e-08
1.043027,6.553043e-08
1.0431621,6.398346e-08
1.0432973,5.6089196e-08
1.0434324,4.4773593e-08
1.0435675,3.4457585e-08
1.0437027,2.8891595e-08
1.0438378,2.9944562e-08
1.043973,3.674479e-08
1.0441082,4.589504e-08
1.0442432,5.3623673e-08
1.0443783,5.6259914e-08
1.0445135,5.271933e-08
1.0446486,4.4201844e-08
1.0447838,3.38215e-08
1.0449189,2.5949062e-08
1.045054,2.3120988e-08
1.0451891,2.6206742e-08
1.0453243,3.351929e-08
1.0454595,4.192841e-08
1.0455946,4.7715464e-08
1.0457298,4.832557e-08
1.0458648,4.3404036e-08
1.046,3.493485e-08
1.0461352,2.6143885e-08
1.0462703,2.0207919e-08
1.0464054,1.9352806e-08
1.0465405,2.3585711e-08
1.0466757,3.1034226e-08
1.0468109,3.839965e-08
1.0469459,4.2461743e-08
1.0470811,4.166834e-08
1.0472162,3.6172263e-08
1.0473514,2.8125855e-08
1.0474865,2.0510882e-08
1.0476216,1.624211e-08
1.0477568,1.6755964e-08
1.0478919,2.168476e-08
1.048027,2.8703285e-08
1.0481622,3.5039083e-08
1.0482973,3.7887002e-08
1.0484325,3.6108e-08
1.0485675,3.043424e-08
1.0487027,2.2906915e-08
1.0488378,1.6519941e-08
1.0489728,1.3415368e-08
1.049108,1.4831701e-08
1.0492432,1.992126e-08
1.0493784,2.6483798e-08
1.0495135,3.187476e-08
1.0496486,3.392094e-08
1.0497837,3.1659788e-08
1.0499189,2.60757e-08
1.0500541,1.9118119e-08
1.0501891,1.3613929e-08
1.0503243,1.13547065e-08
1.0504594,1.3232875e-08
1.0505946,1.8274514e-08
1.0507298,2.4392389e-08
1.0508648,2.9100866e-08
1.051,3.0568877e-08
1.0511351,2.809509e-08
1.0512702,2.2774314e-08
1.0514054,1.637925e-08
1.0515405,1.1429471e-08
1.0516757,9.7427515e-09
1.0518107,1.1723232e-08
1.0519459,1.659505e-08
1.0520811,2.2303128e-08
1.0522162,2.6541214e-08
1.0523514,2.7719716e-08
1.0524864,2.5300292e-08
1.0526216,2.0171676e-08
1.0527567,1.4373092e-08
1.0528919,9.877609e-09
1.053027,8.4267135e-09
1.0531621,1.0404233e-08
1.0532973,1.4912521e-08
1.0534323,2.027097e-08
1.0535675,2.4222993e-08
1.0537027,2.5340917e-08
1.0538378,2.3170939e-08
1.053973,1.8483174e-08
1.054108,1.3022155e-08
1.0542432,8.777774e-09
1.0543784,7.3267605e-09
1.0545135,9.035115e-09
1.0546486,1.325439e-08
1.0547837,1.822716e-08
1.0549189,2.2074643e-08
1.0550541,2.3320592e-08
1.0551891,2.1500977e-08
1.0553243,1.7286292e-08
1.0554594,1.2150229e-08
1.0555946,8.026156e-09
1.0557297,6.4103216e-09
1.0558648,7.761806e-09
1.056,1.1501729e-08
1.056135,1.6285407e-08
1.0562702,2.005716e-08
1.0564054,2.1544105e-08
1.0565405,2.0189198e-08
1.0566757,1.6418616e-08
1.0568107,1.1650449e-08
1.0569459,7.615404e-09
1.0570811,5.703196e-09
1.0572162,6.555387e-09
1.0573514,9.806315e-09
1.0574865,1.4170135e-08
1.0576216,1.8017488e-08
1.0577567,1.9916833e-08
1.0578918,1.9135813e-08
1.058027,1.6019264e-08
1.0581622,1.1560745e-08
1.0582973,7.514542e-09
1.0584323,5.218091e-09
1.0585675,5.4637455e-09
1.0587027,8.128134e-09
1.0588379,1.2136102e-08
1.058973,1.6014274e-08
1.059108,1.8326414e-08
1.0592432,1.824224e-08
1.0593784,1.578594e-08
1.0595136,1.1787546e-08
1.0596486,7.748871e-09
1.0597837,5.0362745e-09
1.059919,4.582603e-09
1.0600541,6.506728e-09
1.0601892,1.0025949e-08
1.0603243,1.3928397e-08
1.0604594,1.6679252e-08
1.0605947,1.7329343e-08
1.0607297,1.5647926e-08
1.0608649,1.2219315e-08
1.061,8.281903e-09
1.061135,5.154891e-09
1.0612704,3.9796424e-09
1.0614054,5.0913735e-09
1.0615406,7.995669e-09
1.0616757,1.1742129e-08
1.0618107,1.486464e-08
1.061946,1.628761e-08
1.0620811,1.5501877e-08
1.0622162,1.27807604e-08
1.0623513,9.076328e-09
1.0624864,5.6958718e-09
1.0626216,3.7569845e-09
1.0627568,3.9525236e-09
1.0628918,6.098195e-09
1.0630269,9.455787e-09
1.0631621,1.28622375e-08
1.0632973,1.4989798e-08
1.0634325,1.5154612e-08
1.0635675,1.332864e-08
1.0637026,1.0100082e-08
1.0638379,6.5944348e-09
1.063973,4.0138866e-09
1.0641081,3.2263545e-09
1.0642432,4.460504e-09
1.0643783,7.2398305e-09
1.0645136,1.0619055e-08
1.0646486,1.3331019e-08
1.0647837,1.44692835e-08
1.0649189,1.3641005e-08
1.0650539,1.1165243e-08
1.0651892,7.828845e-09
1.0653243,4.758979e-09
1.0654594,3.0792486e-09
1.0655946,3.2337228e-09
1.0657296,5.166815e-09
1.0658649,8.245734e-09
1.066,1.1270163e-08
